ifc_id,code,facet,uniclass_title,uniclass_description,score
IfcDamperType/BACKDRAFTDAMPER,Pr_65_65_24_68,PR,Pressure relief dampers,,0.9146
IfcDamperType/BACKDRAFTDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.8963
IfcDamperType/BACKDRAFTDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8938
IfcDamperType/BACKDRAFTDAMPER,Pr_40_50_83_06,PR,Balancing equipment,,0.8609
IfcDamperType/BACKDRAFTDAMPER,Pr_65_54_94_23,PR,Direct spring-operated pressure relief valves,,0.8547
IfcDamperType/BALANCINGDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.8929
IfcDamperType/BALANCINGDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8784
IfcDamperType/BALANCINGDAMPER,EF_50_30_52,EF,Mechanical above-ground drainage,,0.8497
IfcDamperType/BALANCINGDAMPER,EF_50_35_52,EF,Mechanical below-ground drainage,,0.8489
IfcDamperType/BALANCINGDAMPER,Ss_45_75_30_20,SS,Damper and retarder fish pass systems,,0.8414
IfcDamperType/BLASTDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8793
IfcDamperType/BLASTDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.8683
IfcDamperType/BLASTDAMPER,Ss_25_16_08,SS,Blast barrier systems,,0.8655
IfcDamperType/BLASTDAMPER,Pr_60_60_13_03,PR,Air blast chillers,,0.8652
IfcDamperType/BLASTDAMPER,Pr_65_65_24_29,PR,Fire and smoke dampers,,0.8641
IfcDamperType/CONTROLDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.9073
IfcDamperType/CONTROLDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8967
IfcDamperType/CONTROLDAMPER,Pr_65_65_24_95,PR,Volume control dampers,,0.8892
IfcDamperType/CONTROLDAMPER,Pr_65_65_24_15,PR,Constant flow dampers,,0.8808
IfcDamperType/CONTROLDAMPER,Pr_40_70_96_31,PR,Flow control devices,,0.8763
IfcDamperType/FIREDAMPER,Pr_65_65_24_30,PR,Fire dampers,,0.9215
IfcDamperType/FIREDAMPER,Pr_65_65_24_29,PR,Fire and smoke dampers,,0.9186
IfcDamperType/FIREDAMPER,Pr_65_65_24_42,PR,Intumescent fire and smoke dampers,,0.899
IfcDamperType/FIREDAMPER,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.8805
IfcDamperType/FIREDAMPER,Pr_75_80_30_33,PR,Fire detection electric hob safety cut-off and fire suppression devices,,0.8795
IfcDamperType/FIRESMOKEDAMPER,Pr_65_65_24_29,PR,Fire and smoke dampers,,0.9357
IfcDamperType/FIRESMOKEDAMPER,Pr_65_65_24_42,PR,Intumescent fire and smoke dampers,,0.9158
IfcDamperType/FIRESMOKEDAMPER,Pr_65_65_24_80,PR,Smoke dampers,,0.9087
IfcDamperType/FIRESMOKEDAMPER,Pr_25_80,PR,Smoke and fire control products,,0.9042
IfcDamperType/FIRESMOKEDAMPER,Pr_65_65_24_30,PR,Fire dampers,,0.9038
IfcDamperType/FUMEHOODEXHAUST,Pr_60_65_94_30,PR,Fume enclosing hoods,,0.8932
IfcDamperType/FUMEHOODEXHAUST,Pr_60_65_94_31,PR,Fume receiving hoods,,0.8897
IfcDamperType/FUMEHOODEXHAUST,Pr_60_65_94_29,PR,Fume capturing hoods,,0.8844
IfcDamperType/FUMEHOODEXHAUST,Pr_65_67_29_64,PR,Powered smoke and heat exhaust ventilators,,0.8765
IfcDamperType/FUMEHOODEXHAUST,Pr_65_52_38_94,PR,Vehicle exhaust hose reels,,0.8653
IfcDamperType/GRAVITYDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.8639
IfcDamperType/GRAVITYDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8604
IfcDamperType/GRAVITYDAMPER,Ss_20_60_35,SS,Gravity retaining wall systems,,0.8516
IfcDamperType/GRAVITYDAMPER,Pr_60_45_80_34,PR,Gravity belt thickeners,,0.8496
IfcDamperType/GRAVITYDAMPER,EF_50_35_34,EF,Gravity below-ground drainage,,0.8482
IfcDamperType/GRAVITYRELIEFDAMPER,Pr_65_65_24_68,PR,Pressure relief dampers,,0.9103
IfcDamperType/GRAVITYRELIEFDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.8758
IfcDamperType/GRAVITYRELIEFDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8749
IfcDamperType/GRAVITYRELIEFDAMPER,Pr_40_70_86_02,PR,Air cushion equipment,,0.8577
IfcDamperType/GRAVITYRELIEFDAMPER,Pr_65_54_94_23,PR,Direct spring-operated pressure relief valves,,0.8567
IfcDamperType/RELIEFDAMPER,Pr_65_65_24_68,PR,Pressure relief dampers,,0.9285
IfcDamperType/RELIEFDAMPER,Pr_65_54_94_23,PR,Direct spring-operated pressure relief valves,,0.8909
IfcDamperType/RELIEFDAMPER,Pr_75_50_02_64,PR,Pneumatic damper actuators,,0.8888
IfcDamperType/RELIEFDAMPER,Pr_75_50_02_53,PR,Motor-driven damper actuators,,0.8863
IfcDamperType/RELIEFDAMPER,Ma_40_33_17,MA,Compressed air,,0.8693
IfcDamperType/SMOKEDAMPER,Pr_65_65_24_80,PR,Smoke dampers,,0.9205
IfcDamperType/SMOKEDAMPER,Pr_65_65_24_29,PR,Fire and smoke dampers,,0.9198
IfcDamperType/SMOKEDAMPER,Pr_65_65_24_42,PR,Intumescent fire and smoke dampers,,0.9022
IfcDamperType/SMOKEDAMPER,Ss_75_50_28,SS,Fire and smoke detection and alarm systems,,0.8969
IfcDamperType/SMOKEDAMPER,EF_75_50_28,EF,Fire and smoke detection and alarms,,0.896
IfcDamperType/USERDEFINED,PM_10_20_92,PM,User requirement document,,0.4931
IfcDamperType/USERDEFINED,PC_10_90,PC,Test identifiers,,0.4684
IfcDamperType/USERDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.4644
IfcDamperType/USERDEFINED,Pr_65_70_48_59,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed low-temperature flexible cables,,0.4582
IfcDamperType/USERDEFINED,FI_90_13,FI,Certificate (CE),,0.4574
IfcDamperType/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5847
IfcDamperType/NOTDEFINED,Pr_25_71_29_56,PR,Non-critical permanent formwork,,0.4835
IfcDamperType/NOTDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.4739
IfcDamperType/NOTDEFINED,PM_80_10_56,PM,Non-conformance notification,,0.4714
IfcDamperType/NOTDEFINED,Pr_65_70_48_59,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed low-temperature flexible cables,,0.462
IfcDiscreteAccessory/ANCHORPLATE,Pr_35_90_15,PR,Concrete construction joint accessories,,0.8998
IfcDiscreteAccessory/ANCHORPLATE,Pr_20_76_51_82,PR,"Stainless steel bars, rods and wires for general purposes",,0.8645
IfcDiscreteAccessory/ANCHORPLATE,Pr_20_76_51_81,PR,"Stainless steel bars, rods and wires for construction",,0.8622
IfcDiscreteAccessory/ANCHORPLATE,Pr_20_29_03_80,PR,Sprayed concrete anchor studs,,0.8553
IfcDiscreteAccessory/ANCHORPLATE,Pr_20_85_13,PR,Concrete base and foundation products,,0.8552
IfcDiscreteAccessory/BIRDPROTECTION,Pr_65_72_27,PR,Electrical protective devices,,0.8845
IfcDiscreteAccessory/BIRDPROTECTION,Pr_40_30_22_89,PR,Taste and scent bird deterrents,,0.8716
IfcDiscreteAccessory/BIRDPROTECTION,Pr_60_70_15,PR,Control and protection devices,,0.8608
IfcDiscreteAccessory/BIRDPROTECTION,Pr_75_50_33_25,PR,Electrical actuation devices,,0.8608
IfcDiscreteAccessory/BIRDPROTECTION,Pr_75_51_52_15,PR,Control and protective switching devices,,0.8575
IfcDiscreteAccessory/BRACKET,Pr_50,PR,Fabric accessory products,,0.8438
IfcDiscreteAccessory/BRACKET,PC_20_65_72_04,PC,Attached,,0.8382
IfcDiscreteAccessory/BRACKET,EF_37,EF,"Tunnel, vessel and tower elements",,0.8344
IfcDiscreteAccessory/BRACKET,Ss_20_80,SS,Structure accessory systems,,0.8336
IfcDiscreteAccessory/BRACKET,RK_40_05_54,RK,Modular or prefabricated components,,0.8259
IfcDiscreteAccessory/CABLEARRANGER,Pr_65_70_11,PR,Cable management and accessories,,0.8899
IfcDiscreteAccessory/CABLEARRANGER,Pr_65_70,PR,"Cables, conductors and fittings products",,0.8763
IfcDiscreteAccessory/CABLEARRANGER,Pr_20_29_10,PR,Bridge suspension cable accessories,,0.8675
IfcDiscreteAccessory/CABLEARRANGER,PC_50_15_18_16,PC,Communications cable classification,,0.8652
IfcDiscreteAccessory/CABLEARRANGER,Pr_65_70_48_60,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables,,0.8635
IfcDiscreteAccessory/ELASTIC_CUSHION,Pr_20_85_88_17,PR,Concrete track beds,,0.8744
IfcDiscreteAccessory/ELASTIC_CUSHION,Pr_40_70_86_02,PR,Air cushion equipment,,0.8706
IfcDiscreteAccessory/ELASTIC_CUSHION,Ac_80_50_73,AC,Railway track buffering,,0.8669
IfcDiscreteAccessory/ELASTIC_CUSHION,Ro_70_70_70,RO,Rail track layer,,0.8653
IfcDiscreteAccessory/ELASTIC_CUSHION,Pr_25_93_70,PR,Rail track paving,,0.8568
IfcDiscreteAccessory/EXPANSION_JOINT_DEVICE,Pr_65_72_97_31,PR,Fused connection units,,0.8565
IfcDiscreteAccessory/EXPANSION_JOINT_DEVICE,Zz_60_40_15,ZZ,Construction joints,,0.8556
IfcDiscreteAccessory/EXPANSION_JOINT_DEVICE,Pr_35_90_15,PR,Concrete construction joint accessories,,0.8527
IfcDiscreteAccessory/EXPANSION_JOINT_DEVICE,EF_20,EF,Structural elements,,0.8493
IfcDiscreteAccessory/EXPANSION_JOINT_DEVICE,Pr_35_90_15_89,PR,Thermal break connection plates,,0.8423
IfcDiscreteAccessory/FILLER,Pr_30_31_76_96,PR,Waterproof gap filling sealants,,0.923
IfcDiscreteAccessory/FILLER,Pr_20_85_65_65,PR,Platform gap fillers,,0.8823
IfcDiscreteAccessory/FILLER,Pr_25_80_81_29,PR,Flexible intumescent gap seals,,0.875
IfcDiscreteAccessory/FILLER,Pr_25_80_81_42,PR,Intumescent linear gap seals,,0.862
IfcDiscreteAccessory/FILLER,Ss_25_60_35_40,SS,"Internal use bead and tape, groove or channel glazing systems",,0.8518
IfcDiscreteAccessory/FLASHING,Pr_25_57_53_62,PR,Polyacrylonitrile (PAN) water retention geotextiles,,0.8847
IfcDiscreteAccessory/FLASHING,Ma_40_30_96,MA,Water,,0.8816
IfcDiscreteAccessory/FLASHING,Pr_25_57_53_63,PR,Polyamide water retention geotextiles,,0.8812
IfcDiscreteAccessory/FLASHING,Pr_25_57_53_65,PR,Polypropylene water retention geotextiles,,0.8779
IfcDiscreteAccessory/FLASHING,Ma_60_02,MA,Animal-based material,,0.8771
IfcDiscreteAccessory/INSULATOR,Pr_80_77_76,PR,Services insulation and protection products,,0.8476
IfcDiscreteAccessory/INSULATOR,Pr_65_70_48_62,PR,Polyvinyl chloride (PVC)-insulated flexible single-core cables for switchgear and controlgear wiring,,0.847
IfcDiscreteAccessory/INSULATOR,Pr_65_70_48_59,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed low-temperature flexible cables,,0.8449
IfcDiscreteAccessory/INSULATOR,Pr_65_70_48_58,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed heat-resistant flexible cables,,0.8444
IfcDiscreteAccessory/INSULATOR,Pr_65_70_48_60,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables,,0.8431
IfcDiscreteAccessory/LOCK,Pr_30_59_12_48,PR,Lock push devices,,0.879
IfcDiscreteAccessory/LOCK,Pr_30_36_08_16,PR,Combination padlocks,,0.8729
IfcDiscreteAccessory/LOCK,Co_32_85_50,CO,Lock complexes,,0.8667
IfcDiscreteAccessory/LOCK,Ss_25_36_62_47,SS,Lock gate systems,,0.861
IfcDiscreteAccessory/LOCK,Pr_30_59_12,PR,Canal lock gate components,,0.8534
IfcDiscreteAccessory/PANEL_STRENGTHENING,EF_20_05,EF,Substructure,,0.8741
IfcDiscreteAccessory/PANEL_STRENGTHENING,Pr_65_53_65,PR,Pump accessories,,0.8456
IfcDiscreteAccessory/PANEL_STRENGTHENING,Pr_65_53,PR,Pump products,,0.8432
IfcDiscreteAccessory/PANEL_STRENGTHENING,PC_50_34_14,PC,Components,,0.8059
IfcDiscreteAccessory/PANEL_STRENGTHENING,Pr_85_50_27,PR,Engines and components,,0.6859
IfcDiscreteAccessory/POINTMACHINEMOUNTINGDEVICE,PC_50_34_54,PC,Mounting method,,0.8884
IfcDiscreteAccessory/POINTMACHINEMOUNTINGDEVICE,Pr_60_75_03_65,PR,Powered television mounting mechanisms,,0.869
IfcDiscreteAccessory/POINTMACHINEMOUNTINGDEVICE,Pr_20_85_09_54,PR,Mounting brackets,,0.867
IfcDiscreteAccessory/POINTMACHINEMOUNTINGDEVICE,Pr_80_77_27_33,PR,Gauge mounting boards,,0.8627
IfcDiscreteAccessory/POINTMACHINEMOUNTINGDEVICE,Pr_20_29_76_50,PR,Machine screws,,0.8615
IfcDiscreteAccessory/POINT_MACHINE_LOCKING_DEVICE,Pr_30_36_08_94,PR,Vending machine locks,,0.8799
IfcDiscreteAccessory/POINT_MACHINE_LOCKING_DEVICE,Pr_20_29_76_50,PR,Machine screws,,0.8597
IfcDiscreteAccessory/POINT_MACHINE_LOCKING_DEVICE,Pr_30_36_08,PR,"Bolting, latching and locking hardware",,0.8535
IfcDiscreteAccessory/POINT_MACHINE_LOCKING_DEVICE,Pr_20_85_70_67,PR,Point clips,,0.8492
IfcDiscreteAccessory/POINT_MACHINE_LOCKING_DEVICE,PC_20_32_65,PC,Point,,0.8487
IfcDiscreteAccessory/RAILBRACE,Pr_40_30_29_46,PR,Leaning rails,,0.8905
IfcDiscreteAccessory/RAILBRACE,Pr_20_85_70,PR,Rail supports and fixings,,0.8884
IfcDiscreteAccessory/RAILBRACE,Pr_20_29_70,PR,Rail fasteners,,0.8851
IfcDiscreteAccessory/RAILBRACE,Pr_20_29_03_05,PR,Anchor rails,,0.8841
IfcDiscreteAccessory/RAILBRACE,Pr_70_55_58_68,PR,Rail friction modifier,,0.8784
IfcDiscreteAccessory/RAILPAD,Pr_20_85_74_71,PR,Rail pads,,0.8687
IfcDiscreteAccessory/RAILPAD,Pr_20_85_72,PR,Rail sleepers and bearers,,0.8642
IfcDiscreteAccessory/RAILPAD,Pr_20_85_74_79,PR,Rubber rail pads,,0.8547
IfcDiscreteAccessory/RAILPAD,Pr_20_85_74_27,PR,Ethyl vinyl acetate rail pads,,0.8487
IfcDiscreteAccessory/RAILPAD,Ss_80_70_70_56,SS,Non-embedded slab track rail systems,,0.8483
IfcDiscreteAccessory/RAIL_LUBRICATION,Pr_70_55_58_68,PR,Rail friction modifier,,0.8582
IfcDiscreteAccessory/RAIL_LUBRICATION,Pr_75_80_70,PR,Rail vehicle safety control products,,0.8571
IfcDiscreteAccessory/RAIL_LUBRICATION,Pr_70_55_58_70,PR,Rail lubricators,,0.8552
IfcDiscreteAccessory/RAIL_LUBRICATION,Pr_82_70_09_97,PR,Wheel slide protection (WSP) equipment,,0.8527
IfcDiscreteAccessory/RAIL_LUBRICATION,Ss_25_16_94_65,SS,Protective rail systems,,0.8512
IfcDiscreteAccessory/RAIL_MECHANICAL_EQUIPMENT,Pr_40_70,PR,Equipment,,0.8924
IfcDiscreteAccessory/RAIL_MECHANICAL_EQUIPMENT,EF_40_40,EF,Equipment,,0.8924
IfcDiscreteAccessory/RAIL_MECHANICAL_EQUIPMENT,RK_40_15_27,RK,Electrical equipment,,0.885
IfcDiscreteAccessory/RAIL_MECHANICAL_EQUIPMENT,PC_50_34_27,PC,Equipment type,,0.8822
IfcDiscreteAccessory/RAIL_MECHANICAL_EQUIPMENT,Pr_40_70_73,PR,Rolling stock depot equipment,,0.8786
IfcDiscreteAccessory/SHOE,Pr_20_85_16_85,PR,Stainless steel column shoes,,0.883
IfcDiscreteAccessory/SHOE,Pr_20_85_16_03,PR,Aluminium column shoes,,0.8796
IfcDiscreteAccessory/SHOE,Pr_20_85_16_12,PR,Carbon steel column shoes,,0.8783
IfcDiscreteAccessory/SHOE,Pr_20_29_14_07,PR,Beam clamps,,0.8527
IfcDiscreteAccessory/SHOE,Pr_20_85_16,PR,Columns and column accessories,,0.8526
IfcDiscreteAccessory/SLIDINGCHAIR,Pr_20_76_71_84,PR,Switch and stock rails,,0.8887
IfcDiscreteAccessory/SLIDINGCHAIR,Pr_20_85_70,PR,Rail supports and fixings,,0.8777
IfcDiscreteAccessory/SLIDINGCHAIR,Pr_20_29_70_87,PR,Switch rail anchor,,0.8751
IfcDiscreteAccessory/SLIDINGCHAIR,Pr_80_77_28_15,PR,Component support rails,,0.8679
IfcDiscreteAccessory/SLIDINGCHAIR,Pr_20_29_70,PR,Rail fasteners,,0.8617
IfcDiscreteAccessory/SOUNDABSORPTION,En_80_35_89,EN,Tracks,,0.8842
IfcDiscreteAccessory/SOUNDABSORPTION,Pr_80_51_70_89,PR,Track gauges,,0.8579
IfcDiscreteAccessory/SOUNDABSORPTION,PC_35_05_76,PC,Sound attenuation,,0.8565
IfcDiscreteAccessory/SOUNDABSORPTION,PC_35_05_53,PC,Noise absorption coefficient,,0.8524
IfcDiscreteAccessory/SOUNDABSORPTION,PC_35_51_94,PC,Vibration,,0.8523
IfcDiscreteAccessory/TENSIONINGEQUIPMENT,Pr_40_30_83_37,PR,Hanging and stretching equipment,,0.8864
IfcDiscreteAccessory/TENSIONINGEQUIPMENT,RK_40_15_27,RK,Electrical equipment,,0.8858
IfcDiscreteAccessory/TENSIONINGEQUIPMENT,Pr_65_70,PR,"Cables, conductors and fittings products",,0.8849
IfcDiscreteAccessory/TENSIONINGEQUIPMENT,Pr_65_72_43,PR,Power conditioning equipment,,0.8845
IfcDiscreteAccessory/TENSIONINGEQUIPMENT,Pr_40_70,PR,Equipment,,0.8831
IfcDiscreteAccessory/USERDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.4966
IfcDiscreteAccessory/USERDEFINED,PC_10_80,PC,Site identifiers,,0.4887
IfcDiscreteAccessory/USERDEFINED,PC_10_90,PC,Test identifiers,,0.478
IfcDiscreteAccessory/USERDEFINED,PC_10_65,PC,Product identifiers,,0.4749
IfcDiscreteAccessory/USERDEFINED,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.4747
IfcDiscreteAccessory/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5841
IfcDiscreteAccessory/NOTDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.5197
IfcDiscreteAccessory/NOTDEFINED,Pr_20_31_03_76,PR,Set-accelerating concrete admixtures,,0.4922
IfcDiscreteAccessory/NOTDEFINED,Ro_10_10_58,RO,Non-executive director,,0.4857
IfcDiscreteAccessory/NOTDEFINED,Pr_20_31_03_95,PR,Waterproofing concrete admixtures,,0.4846
IfcDiscreteAccessoryType/ANCHORPLATE,Pr_35_90_15,PR,Concrete construction joint accessories,,0.8998
IfcDiscreteAccessoryType/ANCHORPLATE,Pr_20_76_51_82,PR,"Stainless steel bars, rods and wires for general purposes",,0.8645
IfcDiscreteAccessoryType/ANCHORPLATE,Pr_20_76_51_81,PR,"Stainless steel bars, rods and wires for construction",,0.8622
IfcDiscreteAccessoryType/ANCHORPLATE,Pr_20_29_03_80,PR,Sprayed concrete anchor studs,,0.8553
IfcDiscreteAccessoryType/ANCHORPLATE,Pr_20_85_13,PR,Concrete base and foundation products,,0.8552
IfcDiscreteAccessoryType/BIRDPROTECTION,Pr_65_72_27,PR,Electrical protective devices,,0.8845
IfcDiscreteAccessoryType/BIRDPROTECTION,Pr_40_30_22_89,PR,Taste and scent bird deterrents,,0.8716
IfcDiscreteAccessoryType/BIRDPROTECTION,Pr_60_70_15,PR,Control and protection devices,,0.8608
IfcDiscreteAccessoryType/BIRDPROTECTION,Pr_75_50_33_25,PR,Electrical actuation devices,,0.8608
IfcDiscreteAccessoryType/BIRDPROTECTION,Pr_75_51_52_15,PR,Control and protective switching devices,,0.8575
IfcDiscreteAccessoryType/BRACKET,Pr_50,PR,Fabric accessory products,,0.8438
IfcDiscreteAccessoryType/BRACKET,PC_20_65_72_04,PC,Attached,,0.8382
IfcDiscreteAccessoryType/BRACKET,EF_37,EF,"Tunnel, vessel and tower elements",,0.8344
IfcDiscreteAccessoryType/BRACKET,Ss_20_80,SS,Structure accessory systems,,0.8336
IfcDiscreteAccessoryType/BRACKET,RK_40_05_54,RK,Modular or prefabricated components,,0.8259
IfcDiscreteAccessoryType/CABLEARRANGER,Pr_65_70_11,PR,Cable management and accessories,,0.8899
IfcDiscreteAccessoryType/CABLEARRANGER,Pr_65_70,PR,"Cables, conductors and fittings products",,0.8763
IfcDiscreteAccessoryType/CABLEARRANGER,Pr_20_29_10,PR,Bridge suspension cable accessories,,0.8675
IfcDiscreteAccessoryType/CABLEARRANGER,PC_50_15_18_16,PC,Communications cable classification,,0.8652
IfcDiscreteAccessoryType/CABLEARRANGER,Pr_65_70_48_60,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables,,0.8635
IfcDiscreteAccessoryType/ELASTIC_CUSHION,Pr_20_85_88_17,PR,Concrete track beds,,0.8744
IfcDiscreteAccessoryType/ELASTIC_CUSHION,Pr_40_70_86_02,PR,Air cushion equipment,,0.8706
IfcDiscreteAccessoryType/ELASTIC_CUSHION,Ac_80_50_73,AC,Railway track buffering,,0.8669
IfcDiscreteAccessoryType/ELASTIC_CUSHION,Ro_70_70_70,RO,Rail track layer,,0.8653
IfcDiscreteAccessoryType/ELASTIC_CUSHION,Pr_25_93_70,PR,Rail track paving,,0.8568
IfcDiscreteAccessoryType/EXPANSION_JOINT_DEVICE,Pr_65_72_97_31,PR,Fused connection units,,0.8565
IfcDiscreteAccessoryType/EXPANSION_JOINT_DEVICE,Zz_60_40_15,ZZ,Construction joints,,0.8556
IfcDiscreteAccessoryType/EXPANSION_JOINT_DEVICE,Pr_35_90_15,PR,Concrete construction joint accessories,,0.8527
IfcDiscreteAccessoryType/EXPANSION_JOINT_DEVICE,EF_20,EF,Structural elements,,0.8493
IfcDiscreteAccessoryType/EXPANSION_JOINT_DEVICE,Pr_35_90_15_89,PR,Thermal break connection plates,,0.8423
IfcDiscreteAccessoryType/FILLER,Pr_30_31_76_96,PR,Waterproof gap filling sealants,,0.923
IfcDiscreteAccessoryType/FILLER,Pr_20_85_65_65,PR,Platform gap fillers,,0.8823
IfcDiscreteAccessoryType/FILLER,Pr_25_80_81_29,PR,Flexible intumescent gap seals,,0.875
IfcDiscreteAccessoryType/FILLER,Pr_25_80_81_42,PR,Intumescent linear gap seals,,0.862
IfcDiscreteAccessoryType/FILLER,Ss_25_60_35_40,SS,"Internal use bead and tape, groove or channel glazing systems",,0.8518
IfcDiscreteAccessoryType/FLASHING,Pr_25_57_53_62,PR,Polyacrylonitrile (PAN) water retention geotextiles,,0.8847
IfcDiscreteAccessoryType/FLASHING,Ma_40_30_96,MA,Water,,0.8816
IfcDiscreteAccessoryType/FLASHING,Pr_25_57_53_63,PR,Polyamide water retention geotextiles,,0.8812
IfcDiscreteAccessoryType/FLASHING,Pr_25_57_53_65,PR,Polypropylene water retention geotextiles,,0.8779
IfcDiscreteAccessoryType/FLASHING,Ma_60_02,MA,Animal-based material,,0.8771
IfcDiscreteAccessoryType/INSULATOR,Pr_80_77_76,PR,Services insulation and protection products,,0.8476
IfcDiscreteAccessoryType/INSULATOR,Pr_65_70_48_62,PR,Polyvinyl chloride (PVC)-insulated flexible single-core cables for switchgear and controlgear wiring,,0.847
IfcDiscreteAccessoryType/INSULATOR,Pr_65_70_48_59,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed low-temperature flexible cables,,0.8449
IfcDiscreteAccessoryType/INSULATOR,Pr_65_70_48_58,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed heat-resistant flexible cables,,0.8444
IfcDiscreteAccessoryType/INSULATOR,Pr_65_70_48_60,PR,Ordinary-duty polyvinyl chloride (PVC)-insulated and sheathed flexible cables,,0.8431
IfcDiscreteAccessoryType/LOCK,Pr_30_59_12_48,PR,Lock push devices,,0.879
IfcDiscreteAccessoryType/LOCK,Pr_30_36_08_16,PR,Combination padlocks,,0.8729
IfcDiscreteAccessoryType/LOCK,Co_32_85_50,CO,Lock complexes,,0.8667
IfcDiscreteAccessoryType/LOCK,Ss_25_36_62_47,SS,Lock gate systems,,0.861
IfcDiscreteAccessoryType/LOCK,Pr_30_59_12,PR,Canal lock gate components,,0.8534
IfcDiscreteAccessoryType/PANEL_STRENGTHENING,EF_20_05,EF,Substructure,,0.8741
IfcDiscreteAccessoryType/PANEL_STRENGTHENING,Pr_65_53_65,PR,Pump accessories,,0.8456
IfcDiscreteAccessoryType/PANEL_STRENGTHENING,Pr_65_53,PR,Pump products,,0.8432
IfcDiscreteAccessoryType/PANEL_STRENGTHENING,PC_50_34_14,PC,Components,,0.8059
IfcDiscreteAccessoryType/PANEL_STRENGTHENING,Pr_85_50_27,PR,Engines and components,,0.6859
IfcDiscreteAccessoryType/POINTMACHINEMOUNTINGDEVICE,PC_50_34_54,PC,Mounting method,,0.8884
IfcDiscreteAccessoryType/POINTMACHINEMOUNTINGDEVICE,Pr_60_75_03_65,PR,Powered television mounting mechanisms,,0.869
IfcDiscreteAccessoryType/POINTMACHINEMOUNTINGDEVICE,Pr_20_85_09_54,PR,Mounting brackets,,0.867
IfcDiscreteAccessoryType/POINTMACHINEMOUNTINGDEVICE,Pr_80_77_27_33,PR,Gauge mounting boards,,0.8627
IfcDiscreteAccessoryType/POINTMACHINEMOUNTINGDEVICE,Pr_20_29_76_50,PR,Machine screws,,0.8615
IfcDiscreteAccessoryType/POINT_MACHINE_LOCKING_DEVICE,Pr_30_36_08_94,PR,Vending machine locks,,0.8799
IfcDiscreteAccessoryType/POINT_MACHINE_LOCKING_DEVICE,Pr_20_29_76_50,PR,Machine screws,,0.8597
IfcDiscreteAccessoryType/POINT_MACHINE_LOCKING_DEVICE,Pr_30_36_08,PR,"Bolting, latching and locking hardware",,0.8535
